order_id,user_id,status,gender,created_at,shipped_at,delivered_at,returned_at,num_of_item
O119927,U95898,Shipped,F,2020-07-17,2020-07-17,,,3
O119959,U95920,Processing,F,2023-04-13,,,,4
O119975,U95928,Processing,F,2021-05-24,,,,1
O119979,U95934,Shipped,F,2022-10-22,2022-10-23,,,1
O120014,U95969,Shipped,F,2023-06-22,2023-06-23,,,1
O120036,U95990,Shipped,F,2023-06-16,2023-06-18,,,1
O120076,U96025,Processing,F,2021-03-06,,,,1
O12008,U9577,Returned,F,2023-03-14,2023-03-14,2023-03-15,2023-03-15,1
O120081,U96029,Shipped,F,2022-07-12,2022-07-15,,,1
O120137,U96068,Complete,F,2022-02-25,2022-02-27,2022-03-01,,1
O120151,U96078,Processing,F,2022-04-29,,,,1
O120184,U96104,Shipped,F,2021-04-01,2021-04-03,,,4
O120190,U96114,Returned,F,2023-05-03,2023-05-06,2023-05-11,2023-05-11,1
O120194,U96115,Returned,F,2022-09-09,2022-09-11,2022-09-14,2022-09-14,1
O120197,U96117,Returned,F,2023-05-04,2023-05-06,2023-05-10,2023-05-10,1
O12021,U9586,Shipped,F,2022-12-23,2022-12-22,,,2
O120233,U96144,Shipped,F,2021-07-03,2021-07-01,,,4
O120278,U96184,Shipped,F,2023-06-19,2023-06-21,,,4
O120290,U96195,Complete,F,2022-03-26,2022-03-27,2022-03-29,,1
O120297,U96203,Shipped,F,2021-08-09,2021-08-10,,,4
O120353,U96249,Shipped,F,2021-12-10,2021-12-12,,,1
O120365,U96258,Shipped,F,2022-07-13,2022-07-14,,,1
O120374,U96268,Complete,F,2023-06-13,2023-06-12,2023-06-15,,4
O120377,U96271,Processing,F,2023-03-17,,,,2
O120379,U96273,Returned,F,2022-04-08,2022-04-08,2022-04-09,2022-04-09,2
O120404,U96297,Shipped,F,2023-05-11,2023-05-13,,,1
O120423,U96315,Shipped,F,2021-03-17,2021-03-16,,,2
O120440,U96334,Complete,F,2023-02-22,2023-02-23,2023-02-26,,2
O120441,U96334,Shipped,F,2022-09-13,2022-09-14,,,1
O120442,U96334,Cancelled,F,2022-09-29,,,,3
O12045,U9605,Processing,F,2021-08-15,,,,2
O120453,U96342,Complete,F,2023-05-02,2023-05-05,2023-05-06,,1
O120476,U96357,Cancelled,F,2021-11-30,,,,1
O120519,U96394,Shipped,F,2022-05-09,2022-05-10,,,2
O120523,U96399,Shipped,F,2023-05-29,2023-05-29,,,3
O120532,U96403,Complete,F,2021-07-30,2021-08-01,2021-08-03,,1
O120543,U96411,Returned,F,2022-06-12,2022-06-12,2022-06-12,2022-06-12,1
O120577,U96442,Returned,F,2023-05-22,2023-05-22,2023-05-24,2023-05-24,4
O120578,U96443,Returned,F,2023-05-08,2023-05-11,2023-05-13,2023-05-13,1
O120640,U96495,Returned,F,2020-11-24,2020-11-25,2020-11-29,2020-11-29,1
O120666,U96517,Complete,F,2023-05-14,2023-05-16,2023-05-21,,1
O120705,U96556,Processing,F,2021-08-03,,,,1
O120709,U96560,Processing,F,2023-01-10,,,,1
O120710,U96561,Shipped,F,2022-11-11,2022-11-13,,,1
O120731,U96575,Cancelled,F,2021-01-19,,,,2
O120736,U96579,Complete,F,2022-08-25,2022-08-24,2022-08-25,,2
O120738,U96582,Complete,F,2023-02-12,2023-02-14,2023-02-19,,1
O120790,U96622,Processing,F,2023-01-11,,,,1
O120797,U96626,Complete,F,2023-05-12,2023-05-09,2023-05-14,,2
O120798,U96627,Cancelled,F,2021-09-07,,,,1
O120799,U96627,Complete,F,2023-02-06,2023-02-08,2023-02-11,,3
O1208,U969,Shipped,F,2023-04-07,2023-04-10,,,1
O12081,U9642,Cancelled,F,2023-06-26,,,,1
O120816,U96641,Cancelled,F,2023-06-27,,,,2
O120833,U96659,Shipped,F,2023-04-03,2023-04-05,,,1
O120856,U96674,Cancelled,F,2023-04-25,,,,2
O120884,U96701,Complete,F,2022-10-26,2022-10-26,2022-10-27,,2
O120889,U96704,Shipped,F,2019-07-22,2019-07-23,,,1
O120932,U96736,Returned,F,2023-06-29,2023-06-29,2023-06-30,2023-06-30,4
O120961,U96758,Cancelled,F,2022-10-28,,,,2
O120973,U96765,Shipped,F,2022-07-26,2022-07-27,,,2
O121023,U96802,Cancelled,F,2020-06-27,,,,1
O121025,U96803,Complete,F,2023-06-19,2023-06-19,2023-06-20,,1
O121026,U96804,Complete,F,2022-12-02,2022-12-05,2022-12-07,,1
O121041,U96821,Shipped,F,2023-05-09,2023-05-07,,,4
O121058,U96830,Processing,F,2022-10-10,,,,2
O121064,U96835,Shipped,F,2020-09-22,2020-09-25,,,1
O121084,U96847,Cancelled,F,2022-10-17,,,,2
O1211,U971,Shipped,F,2022-09-08,2022-09-09,,,3
O121103,U96867,Returned,F,2023-04-18,2023-04-18,2023-04-18,2023-04-18,2
O121115,U96874,Processing,F,2020-02-23,,,,1
O121116,U96875,Cancelled,F,2023-05-05,,,,2
O121133,U96888,Shipped,F,2023-06-24,2023-06-27,,,4
O121154,U96906,Complete,F,2022-08-15,2022-08-16,2022-08-21,,1
O121162,U96915,Shipped,F,2022-05-27,2022-05-29,,,1
O12117,U9671,Shipped,F,2023-06-26,2023-06-28,,,1
O121228,U96970,Shipped,F,2022-08-12,2022-08-13,,,1
O121232,U96973,Shipped,F,2022-09-18,2022-09-21,,,1
O121257,U96989,Processing,F,2022-12-14,,,,1
O12131,U9683,Complete,F,2022-06-23,2022-06-24,2022-06-25,,1
O121315,U97042,Shipped,F,2023-05-02,2023-04-30,,,2
O12132,U9683,Returned,F,2023-04-28,2023-04-28,2023-04-28,2023-04-28,2
O121329,U97058,Processing,F,2022-08-05,,,,1
O12133,U9684,Shipped,F,2020-02-27,2020-02-23,,,4
O121330,U97059,Processing,F,2023-05-19,,,,4
O121348,U97070,Complete,F,2023-04-29,2023-05-01,2023-05-05,,1
O121351,U97074,Cancelled,F,2022-01-26,,,,2
O121354,U97077,Processing,F,2023-01-26,,,,2
O121363,U97090,Complete,F,2021-08-31,2021-09-03,2021-09-07,,1
O121373,U97099,Processing,F,2023-07-01,,,,2
O121387,U97107,Complete,F,2022-01-23,2022-01-22,2022-01-25,,2
O121417,U97137,Cancelled,F,2023-01-25,,,,4
O12143,U9694,Cancelled,F,2023-03-18,,,,2
O121441,U97156,Processing,F,2022-06-13,,,,2
O121444,U97156,Cancelled,F,2023-03-09,,,,2
O121500,U97200,Complete,F,2023-06-04,2023-06-04,2023-06-05,,2
O121545,U97242,Processing,F,2020-08-12,,,,1
O121575,U97263,Complete,F,2023-02-06,2023-02-08,2023-02-12,,1
O121576,U97263,Shipped,F,2022-01-17,2022-01-18,,,1
O121581,U97270,Shipped,F,2022-07-16,2022-07-19,,,2
O121596,U97285,Shipped,F,2023-03-17,2023-03-20,,,1
O121608,U97294,Cancelled,F,2020-11-23,,,,2
O121637,U97316,Complete,F,2021-08-22,2021-08-24,2021-08-25,,4
O121641,U97318,Shipped,F,2022-09-27,2022-09-24,,,4
O121658,U97332,Cancelled,F,2022-03-01,,,,3
O121666,U97341,Cancelled,F,2021-12-29,,,,4
O121678,U97354,Processing,F,2022-09-15,,,,4
O121684,U97358,Shipped,F,2021-12-17,2021-12-13,,,2
O121693,U97365,Complete,F,2023-06-13,2023-06-13,2023-06-15,,1
O121703,U97379,Complete,F,2022-06-26,2022-06-26,2022-06-27,,2
O121705,U97379,Complete,F,2023-02-27,2023-02-28,2023-02-28,,4
O121716,U97390,Cancelled,F,2023-05-04,,,,2
O121732,U97403,Shipped,F,2023-01-24,2023-01-26,,,1
O121733,U97403,Processing,F,2023-01-29,,,,1
O121748,U97416,Shipped,F,2023-06-27,2023-06-26,,,2
O121756,U97423,Shipped,F,2022-04-05,2022-04-03,,,2
O121761,U97427,Shipped,F,2023-06-30,2023-06-29,,,3
O121772,U97434,Shipped,F,2023-03-02,2023-03-04,,,1
O121773,U97435,Shipped,F,2023-03-04,2023-03-06,,,1
O121775,U97435,Returned,F,2023-02-23,2023-02-23,2023-02-25,2023-02-25,4
O121779,U97437,Cancelled,F,2023-05-14,,,,2
O121804,U97468,Complete,F,2022-10-30,2022-10-31,2022-11-01,,3
O121809,U97472,Complete,F,2021-09-04,2021-09-06,2021-09-10,,2
O12184,U9725,Shipped,F,2022-08-16,2022-08-14,,,2
O121848,U97500,Complete,F,2023-05-04,2023-05-03,2023-05-05,,2
O121859,U97511,Processing,F,2021-08-04,,,,1
O121863,U97515,Complete,F,2023-02-02,2023-02-03,2023-02-04,,2
O121864,U97516,Complete,F,2023-05-19,2023-05-18,2023-05-22,,4
O121870,U97520,Complete,F,2019-09-23,2019-09-25,2019-09-25,,1
O121888,U97530,Shipped,F,2023-02-11,2023-02-14,,,1
O121889,U97531,Processing,F,2021-11-24,,,,1
O121908,U97547,Complete,F,2021-10-06,2021-10-08,2021-10-11,,4
O121951,U97585,Complete,F,2023-03-11,2023-03-13,2023-03-17,,1
O121960,U97592,Shipped,F,2023-05-13,2023-05-15,,,1
O121961,U97592,Cancelled,F,2023-06-06,,,,3
O121967,U97598,Processing,F,2021-07-07,,,,3
O121975,U97604,Shipped,F,2022-02-14,2022-02-13,,,2
O121978,U97607,Complete,F,2022-03-30,2022-04-02,2022-04-06,,1
O121979,U97607,Cancelled,F,2022-01-23,,,,1
O121980,U97607,Complete,F,2022-10-20,2022-10-23,2022-10-28,,1
O121989,U97612,Complete,F,2022-07-16,2022-07-16,2022-07-19,,1
O122034,U97645,Returned,F,2023-04-12,2023-04-14,2023-04-18,2023-04-18,1
O12204,U9739,Shipped,F,2021-03-19,2021-03-20,,,2
O122046,U97658,Shipped,F,2019-08-08,2019-08-07,,,3
O122070,U97672,Cancelled,F,2023-04-22,,,,2
O122075,U97680,Cancelled,F,2023-06-06,,,,1
O122082,U97687,Cancelled,F,2021-08-04,,,,2
O122085,U97690,Complete,F,2022-03-15,2022-03-15,2022-03-16,,1
O122090,U97694,Cancelled,F,2023-06-27,,,,1
O122112,U97710,Cancelled,F,2022-11-14,,,,1
O122116,U97713,Processing,F,2021-08-19,,,,1
O122162,U97750,Processing,F,2022-12-27,,,,2
O122201,U97784,Shipped,F,2023-05-19,2023-05-17,,,3
O122214,U97792,Complete,F,2021-08-21,2021-08-24,2021-08-24,,1
O122240,U97813,Complete,F,2022-04-11,2022-04-12,2022-04-15,,1
O122281,U97852,Cancelled,F,2023-05-27,,,,1
O122284,U97854,Complete,F,2022-04-20,2022-04-20,2022-04-23,,2
O122299,U97873,Shipped,F,2021-08-09,2021-08-11,,,3
O122311,U97880,Shipped,F,2023-04-20,2023-04-21,,,1
O122336,U97899,Shipped,F,2023-06-28,2023-06-30,,,2
O122348,U97914,Processing,F,2023-04-28,,,,4
O122401,U97957,Complete,F,2021-11-07,2021-11-09,2021-11-13,,2
O122413,U97964,Cancelled,F,2022-07-03,,,,1
O122414,U97964,Processing,F,2022-10-30,,,,1
O122426,U97972,Shipped,F,2023-06-23,2023-06-21,,,2
O122440,U97981,Shipped,F,2022-04-25,2022-04-26,,,2
O12247,U9773,Complete,F,2021-03-30,2021-03-30,2021-03-31,,2
O1225,U983,Shipped,F,2020-08-26,2020-08-26,,,1
O122536,U98051,Cancelled,F,2023-03-18,,,,4
O122538,U98051,Cancelled,F,2023-03-17,,,,4
O122554,U98063,Cancelled,F,2022-11-09,,,,1
O122576,U98082,Shipped,F,2022-11-22,2022-11-23,,,1
O122602,U98101,Returned,F,2022-07-26,2022-07-26,2022-07-27,2022-07-27,4
O122603,U98101,Processing,F,2020-12-04,,,,2
O122605,U98102,Shipped,F,2023-06-28,2023-06-28,,,1
O122618,U98108,Shipped,F,2022-05-27,2022-05-29,,,1
O122645,U98130,Complete,F,2023-06-19,2023-06-22,2023-06-23,,1
O122680,U98152,Processing,F,2023-06-03,,,,3
O122699,U98169,Shipped,F,2023-01-29,2023-01-30,,,4
O122721,U98189,Complete,F,2021-05-21,2021-05-21,2021-05-23,,4
O122735,U98202,Shipped,F,2023-05-18,2023-05-16,,,3
O122761,U98223,Complete,F,2023-06-10,2023-06-11,2023-06-16,,2
O122781,U98239,Processing,F,2023-06-24,,,,4
O122787,U98242,Shipped,F,2022-05-17,2022-05-17,,,2
O122806,U98258,Shipped,F,2023-03-12,2023-03-14,,,1
O122816,U98264,Complete,F,2021-08-27,2021-08-30,2021-09-01,,1
O122826,U98268,Returned,F,2021-05-27,2021-05-30,2021-06-03,2021-06-03,1
O122837,U98277,Processing,F,2021-12-09,,,,1
O122839,U98278,Returned,F,2022-10-07,2022-10-08,2022-10-08,2022-10-08,2
O122845,U98286,Complete,F,2021-06-09,2021-06-11,2021-06-14,,1
O122850,U98289,Processing,F,2022-11-02,,,,3
O122887,U98317,Processing,F,2023-03-17,,,,2
O122897,U98322,Returned,F,2022-06-07,2022-06-09,2022-06-10,2022-06-10,2
O12299,U9807,Shipped,F,2023-05-18,2023-05-17,,,4
O122992,U98394,Returned,F,2022-11-19,2022-11-20,2022-11-20,2022-11-20,1
O12302,U9810,Cancelled,F,2022-10-20,,,,2
O123039,U98433,Processing,F,2022-11-09,,,,3
O123049,U98440,Shipped,F,2023-05-01,2023-05-02,,,1
O123050,U98441,Returned,F,2023-06-26,2023-06-29,2023-07-01,2023-07-01,1
O123074,U98459,Complete,F,2022-12-28,2022-12-25,2022-12-28,,4
O123082,U98464,Shipped,F,2023-04-26,2023-04-28,,,1
O123093,U98480,Complete,F,2023-06-26,2023-06-29,2023-07-04,,1
O123125,U98504,Shipped,F,2023-05-15,2023-05-13,,,2
O123130,U98508,Processing,F,2023-04-02,,,,2
O123155,U98534,Processing,F,2021-07-26,,,,3
O123161,U98538,Processing,F,2020-06-11,,,,1
O12317,U9824,Shipped,F,2022-11-22,2022-11-23,,,2
O123184,U98554,Complete,F,2023-05-30,2023-05-30,2023-05-31,,1
O123188,U98559,Processing,F,2022-09-18,,,,2
O123199,U98568,Returned,F,2022-07-09,2022-07-11,2022-07-15,2022-07-15,2
O123228,U98588,Processing,F,2021-03-09,,,,2
O12323,U9829,Shipped,F,2022-02-24,2022-02-26,,,1
O12324,U9830,Complete,F,2022-04-01,2022-04-03,2022-04-08,,1
O123252,U98603,Complete,F,2023-05-19,2023-05-16,2023-05-16,,2
O123256,U98606,Shipped,F,2023-05-29,2023-06-01,,,1
O123262,U98613,Complete,F,2023-02-11,2023-02-12,2023-02-13,,1
O123273,U98625,Shipped,F,2023-06-15,2023-06-13,,,4
O123286,U98640,Returned,F,2023-06-10,2023-06-11,2023-06-15,2023-06-15,1
O123329,U98672,Processing,F,2023-06-28,,,,2
O12335,U9839,Shipped,F,2023-05-11,2023-05-12,,,2
O123403,U98731,Complete,F,2023-02-14,2023-02-16,2023-02-20,,2
O12343,U9846,Shipped,F,2023-01-13,2023-01-15,,,1
O123431,U98755,Cancelled,F,2022-06-05,,,,1
O123466,U98788,Shipped,F,2021-04-18,2021-04-21,,,1
O123474,U98796,Shipped,F,2023-03-05,2023-03-06,,,1
O123477,U98796,Returned,F,2023-03-24,2023-03-26,2023-03-29,2023-03-29,3
O123494,U98812,Complete,F,2020-04-24,2020-04-23,2020-04-27,,4
O123520,U98830,Shipped,F,2022-05-06,2022-05-03,,,3
O123524,U98833,Complete,F,2022-11-04,2022-11-06,2022-11-09,,1
O123531,U98843,Complete,F,2023-06-04,2023-06-07,2023-06-10,,1
O123543,U98856,Shipped,F,2019-11-24,2019-11-25,,,2
O123546,U98858,Complete,F,2023-04-14,2023-04-18,2023-04-19,,1
O12357,U9862,Shipped,F,2022-08-27,2022-08-29,,,1
O123571,U98879,Cancelled,F,2021-11-15,,,,2
O123574,U98880,Cancelled,F,2021-08-19,,,,2
O123583,U98887,Processing,F,2023-03-21,,,,4
O123586,U98889,Complete,F,2022-03-22,2022-03-24,2022-03-26,,1
O12359,U9864,Complete,F,2022-07-24,2022-07-26,2022-07-28,,1
O12366,U9868,Complete,F,2020-06-27,2020-06-27,2020-07-02,,1
O123685,U98967,Cancelled,F,2022-08-24,,,,2
O123689,U98974,Processing,F,2023-05-02,,,,4
O123695,U98982,Processing,F,2023-01-23,,,,1
O1237,U993,Complete,F,2022-06-01,2022-06-03,2022-06-05,,1
O12371,U9871,Complete,F,2022-09-20,2022-09-20,2022-09-23,,1
O123724,U99007,Shipped,F,2019-12-11,2019-12-08,,,4
O123728,U99009,Shipped,F,2023-04-27,2023-04-28,,,1
O123753,U99033,Complete,F,2022-05-14,2022-05-14,2022-05-15,,1
O123788,U99058,Processing,F,2022-11-05,,,,2
O12380,U9878,Shipped,F,2022-05-17,2022-05-17,,,1
O123816,U99074,Shipped,F,2023-05-29,2023-05-28,,,2
O123818,U99075,Complete,F,2023-02-05,2023-02-06,2023-02-10,,2
O123829,U99085,Returned,F,2023-06-23,2023-06-19,2023-06-24,2023-06-24,4
O123836,U99091,Cancelled,F,2023-02-23,,,,2
O123856,U99106,Complete,F,2021-12-25,2021-12-25,2021-12-28,,1
O123862,U99108,Complete,F,2023-06-07,2023-06-09,2023-06-10,,2
O123872,U99113,Shipped,F,2023-04-25,2023-04-26,,,4
O12388,U9883,Returned,F,2020-11-05,2020-11-04,2020-11-06,2020-11-06,2
O123886,U99123,Complete,F,2022-09-20,2022-09-20,2022-09-22,,1
O12389,U9884,Complete,F,2023-05-07,2023-05-07,2023-05-10,,4
O123894,U99129,Cancelled,F,2023-02-26,,,,4
O123909,U99139,Shipped,F,2023-04-18,2023-04-20,,,1
O123923,U99151,Processing,F,2021-04-18,,,,1
O123939,U99161,Shipped,F,2020-06-20,2020-06-22,,,1
O123941,U99163,Cancelled,F,2022-11-06,,,,4
O123955,U99174,Processing,F,2021-09-16,,,,4
O123981,U99199,Shipped,F,2023-03-15,2023-03-18,,,1
O123984,U99201,Processing,F,2023-05-27,,,,1
O123994,U99205,Complete,F,2023-03-14,2023-03-13,2023-03-14,,2
O123995,U99206,Processing,F,2019-02-12,,,,1
O123997,U99206,Cancelled,F,2021-06-22,,,,1
O124002,U99209,Complete,F,2022-08-30,2022-08-29,2022-08-31,,2
O124033,U99236,Complete,F,2022-12-02,2022-12-03,2022-12-04,,4
O124055,U99256,Shipped,F,2023-01-13,2023-01-13,,,1
O124089,U99281,Complete,F,2022-01-08,2022-01-05,2022-01-08,,2
O124092,U99283,Shipped,F,2022-07-14,2022-07-12,,,2
O1241,U994,Processing,F,2020-05-27,,,,2
O12410,U9903,Shipped,F,2021-07-20,2021-07-22,,,1
O124100,U99291,Cancelled,F,2022-09-24,,,,4
O124118,U99304,Shipped,F,2021-08-01,2021-07-29,,,2
O124122,U99310,Shipped,F,2022-07-16,2022-07-15,,,4
O124157,U99343,Processing,F,2023-06-15,,,,1
O124193,U99368,Shipped,F,2023-01-24,2023-01-25,,,1
O124228,U99394,Cancelled,F,2023-02-14,,,,1
O124254,U99412,Shipped,F,2020-02-10,2020-02-12,,,3
O124282,U99432,Processing,F,2023-03-11,,,,4
O124292,U99441,Processing,F,2022-06-05,,,,4
O124342,U99487,Shipped,F,2022-11-11,2022-11-13,,,1
O124347,U99490,Complete,F,2022-10-09,2022-10-11,2022-10-12,,1
O124373,U99519,Cancelled,F,2023-05-19,,,,4
O124384,U99528,Shipped,F,2021-05-19,2021-05-21,,,1
O124389,U99532,Complete,F,2022-01-21,2022-01-22,2022-01-26,,1
O12441,U9928,Processing,F,2023-04-03,,,,1
O124449,U99571,Processing,F,2019-10-18,,,,3
O12445,U9933,Processing,F,2022-10-05,,,,1
O12447,U9935,Complete,F,2023-01-02,2023-01-03,2023-01-04,,4
O124485,U99597,Shipped,F,2021-08-23,2021-08-25,,,2
O124507,U99611,Cancelled,F,2023-02-19,,,,1
O124529,U99628,Processing,F,2023-01-31,,,,1
O124532,U99631,Cancelled,F,2021-07-15,,,,4
O124557,U99653,Shipped,F,2022-11-06,2022-11-06,,,1
O124595,U99683,Cancelled,F,2022-07-19,,,,1
O124598,U99685,Processing,F,2022-09-25,,,,1
O124603,U99688,Shipped,F,2023-04-20,2023-04-21,,,1
O124638,U99714,Complete,F,2021-09-03,2021-09-02,2021-09-05,,4
O124647,U99722,Shipped,F,2023-06-22,2023-06-20,,,2
O124650,U99724,Shipped,F,2022-10-20,2022-10-18,,,2
O124652,U99724,Complete,F,2022-10-17,2022-10-17,2022-10-22,,2
O124659,U99730,Complete,F,2023-04-30,2023-05-01,2023-05-05,,1
O124660,U99730,Shipped,F,2023-05-03,2023-05-05,,,1
O124666,U99734,Processing,F,2021-04-08,,,,1
O124668,U99735,Shipped,F,2022-12-20,2022-12-22,,,3
O124704,U99766,Shipped,F,2023-04-13,2023-04-14,,,1
O12471,U9956,Complete,F,2022-01-13,2022-01-16,2022-01-17,,1
O124718,U99775,Complete,F,2020-12-12,2020-12-12,2020-12-14,,1
O124728,U99789,Complete,F,2022-11-09,2022-11-07,2022-11-10,,2
O124751,U99810,Complete,F,2023-06-05,2023-06-06,2023-06-07,,4
O124759,U99815,Cancelled,F,2021-09-09,,,,4
O124767,U99820,Processing,F,2022-12-15,,,,1
O124769,U99821,Shipped,F,2020-12-19,2020-12-22,,,1
O124809,U99849,Shipped,F,2023-04-26,2023-04-27,,,1
O124814,U99852,Returned,F,2020-06-01,2020-06-03,2020-06-06,2020-06-06,1
O12483,U9966,Shipped,F,2022-12-04,2022-12-06,,,3
O124841,U99871,Shipped,F,2022-10-25,2022-10-26,,,1
O124843,U99871,Cancelled,F,2022-09-14,,,,3
O124860,U99886,Complete,F,2023-04-12,2023-04-12,2023-04-16,,1
O124879,U99901,Cancelled,F,2023-06-27,,,,1
O12489,U9968,Shipped,F,2022-09-15,2022-09-15,,,1
O124897,U99911,Complete,F,2020-10-22,2020-10-22,2020-10-26,,1
O124930,U99935,Cancelled,F,2023-02-17,,,,1
O12496,U9973,Processing,F,2020-06-23,,,,1
O124982,U99973,Cancelled,F,2021-03-01,,,,1
O124985,U99976,Cancelled,F,2022-06-27,,,,2
O124995,U99984,Processing,F,2021-10-24,,,,2
O124998,U99984,Complete,F,2020-06-10,2020-06-11,2020-06-15,,1
O124999,U99985,Processing,F,2021-11-13,,,,4
O12524,U9998,Cancelled,F,2020-09-01,,,,1
O12526,U10000,Complete,F,2022-11-03,2022-10-31,2022-11-03,,2
O1258,U1011,Shipped,F,2021-06-16,2021-06-19,,,1
O12592,U10051,Processing,F,2022-07-31,,,,2
O12597,U10056,Cancelled,F,2023-04-22,,,,1
O12602,U10064,Shipped,F,2023-02-12,2023-02-14,,,1
O12609,U10069,Returned,F,2020-07-24,2020-07-22,2020-07-26,2020-07-26,4
O12619,U10080,Shipped,F,2022-03-15,2022-03-16,,,4
O12639,U10094,Complete,F,2022-12-22,2022-12-23,2022-12-27,,1
O1264,U1013,Shipped,F,2023-05-29,2023-05-31,,,1
O12652,U10107,Shipped,F,2023-03-28,2023-03-30,,,1
O12698,U10143,Cancelled,F,2021-07-03,,,,3
O12723,U10162,Shipped,F,2022-07-17,2022-07-17,,,2
O12728,U10166,Shipped,F,2023-04-12,2023-04-15,,,1
O12741,U10174,Shipped,F,2023-06-19,2023-06-18,,,2
O12743,U10178,Cancelled,F,2022-10-31,,,,1
O12764,U10195,Shipped,F,2022-08-10,2022-08-13,,,1
O12781,U10208,Shipped,F,2022-08-01,2022-08-02,,,4
O12784,U10211,Shipped,F,2022-06-23,2022-06-23,,,4
O12787,U10215,Cancelled,F,2022-01-01,,,,2
O12790,U10218,Processing,F,2023-04-29,,,,2
O12793,U10221,Shipped,F,2023-03-31,2023-03-29,,,2
O12823,U10244,Cancelled,F,2023-03-26,,,,2
O12838,U10251,Complete,F,2023-04-29,2023-04-29,2023-05-02,,1
O12849,U10256,Processing,F,2022-08-02,,,,2
O12850,U10256,Shipped,F,2023-03-31,2023-04-02,,,1
O12856,U10258,Complete,F,2022-11-10,2022-11-11,2022-11-13,,1
O12876,U10276,Processing,F,2022-01-20,,,,2
O12899,U10290,Complete,F,2023-03-22,2023-03-22,2023-03-26,,1
O1291,U1040,Returned,F,2022-03-13,2022-03-15,2022-03-19,2022-03-19,2
O12915,U10305,Shipped,F,2022-08-29,2022-09-01,,,1
O12921,U10309,Processing,F,2022-02-24,,,,2
O12925,U10314,Cancelled,F,2023-02-05,,,,1
O1293,U1043,Shipped,F,2022-05-10,2022-05-10,,,2
O12938,U10320,Shipped,F,2021-08-23,2021-08-23,,,2
O12977,U10351,Shipped,F,2022-07-12,2022-07-15,,,1
O12993,U10366,Shipped,F,2021-07-17,2021-07-19,,,1
O13044,U10411,Shipped,F,2023-03-22,2023-03-24,,,1
O13047,U10415,Complete,F,2022-03-16,2022-03-17,2022-03-19,,1
O13061,U10426,Complete,F,2021-11-07,2021-11-07,2021-11-09,,1
O13076,U10440,Returned,F,2022-08-17,2022-08-18,2022-08-20,2022-08-20,1
O13099,U10459,Cancelled,F,2022-08-31,,,,1
O13131,U10487,Returned,F,2020-05-31,2020-06-01,2020-06-05,2020-06-05,1
O13133,U10492,Shipped,F,2020-08-29,2020-08-31,,,1
O13155,U10507,Shipped,F,2022-03-17,2022-03-20,,,1
O13180,U10530,Shipped,F,2022-07-12,2022-07-09,,,2
O13196,U10541,Complete,F,2022-09-02,2022-09-04,2022-09-06,,1
O13204,U10553,Processing,F,2023-05-21,,,,4
O13213,U10559,Shipped,F,2022-06-29,2022-06-30,,,1
O13216,U10561,Processing,F,2022-05-06,,,,1
O13219,U10565,Shipped,F,2020-09-11,2020-09-11,,,1
O13271,U10608,Complete,F,2021-09-02,2021-09-04,2021-09-07,,2
O13284,U10617,Shipped,F,2023-03-28,2023-03-29,,,1
O13292,U10624,Processing,F,2020-06-06,,,,3
O13318,U10645,Shipped,F,2022-12-16,2022-12-19,,,3
O13334,U10659,Cancelled,F,2022-05-14,,,,1
O13341,U10665,Shipped,F,2022-06-09,2022-06-09,,,4
O13348,U10669,Shipped,F,2022-02-09,2022-02-10,,,1
O13355,U10675,Complete,F,2022-11-24,2022-11-26,2022-11-29,,3
O13368,U10686,Complete,F,2021-05-11,2021-05-11,2021-05-14,,3
O13380,U10696,Cancelled,F,2023-02-20,,,,2
O13381,U10696,Complete,F,2023-01-05,2023-01-04,2023-01-06,,3
O13396,U10706,Complete,F,2023-07-01,2023-07-01,2023-07-03,,3
O13399,U10710,Shipped,F,2023-06-26,2023-06-26,,,2
O13431,U10735,Complete,F,2019-12-14,2019-12-17,2019-12-19,,1
O1344,U1081,Complete,F,2023-06-27,2023-06-29,2023-07-03,,1
O1351,U1086,Processing,F,2021-08-15,,,,2
O13515,U10811,Cancelled,F,2023-07-04,,,,4
O13545,U10839,Shipped,F,2023-06-20,2023-06-21,,,1
O13556,U10848,Complete,F,2019-06-09,2019-06-11,2019-06-13,,4
O13559,U10852,Complete,F,2021-12-13,2021-12-11,2021-12-12,,4
O13592,U10881,Processing,F,2021-09-06,,,,1
O13606,U10896,Processing,F,2021-12-27,,,,1
O13626,U10919,Processing,F,2023-05-13,,,,1
O1363,U1098,Cancelled,F,2023-04-09,,,,3
O1364,U1098,Cancelled,F,2023-04-19,,,,4
O13640,U10928,Returned,F,2021-03-17,2021-03-19,2021-03-21,2021-03-21,1
O13641,U10928,Cancelled,F,2023-03-22,,,,2
O13643,U10929,Shipped,F,2023-02-23,2023-02-19,,,2
O13661,U10941,Cancelled,F,2021-08-19,,,,1
O13681,U10961,Complete,F,2023-06-25,2023-06-23,2023-06-24,,3
O13685,U10963,Cancelled,F,2021-11-23,,,,2
O13715,U10992,Complete,F,2022-11-27,2022-11-27,2022-11-29,,4
O13726,U11001,Shipped,F,2022-04-28,2022-04-29,,,1
O13744,U11016,Complete,F,2023-05-26,2023-05-25,2023-05-26,,2
O13814,U11079,Processing,F,2021-04-20,,,,2
O13818,U11084,Cancelled,F,2022-06-28,,,,1
O1383,U1109,Complete,F,2023-04-19,2023-04-17,2023-04-19,,3
